id,max_x,max_y,max_z,min_x,min_y,min_z,mean_x,mean_y,mean_z,var_x,var_y,var_z,activity,isFall
111,1.1354085875168067,1.3462864816349687,2.1212737050271255,-2.905043228836149,-3.2601696841711343,-1.7271148865541304,-1.0525448718433457,-0.4372026962076866,0.11692234221009967,0.9132387583276882,1.186254757785388,0.7357209793149188,Fall,1
112,2.950370421307241,2.552019112279976,2.230327665523873,-4.0603292048367186,-2.329656379440711,-1.7698615332453582,-0.8598890532629117,-0.20059387455601924,-0.07732854081192891,1.8209318773248713,1.1378279513414715,1.1356662109568287,Fall,1
113,0.8984872671998235,1.2637511569186122,2.4652695998757608,-3.031213411588715,-1.7107568880266246,-1.5932992948993316,-0.9456360803168605,-0.3275492607373477,0.2663534906339387,0.998455971076522,0.6638257281794138,0.9557013792984822,Fall,1
114,1.4209492933085848,1.7622775673681337,2.7394422187013348,-2.7743373833247706,-2.21188494611612,-2.048681922056213,-0.9574787877725891,-0.5525702188205815,0.022280893109089036,0.884023700935481,0.9735357759744581,1.0838347823244994,Fall,1
115,0.851219851876937,1.2862233000090064,2.152373613302665,-3.0508542630855966,-2.4663017004357757,-2.9517341625353173,-0.9857138582494074,-0.3188003013955922,0.09315200155618063,1.1689166610477086,0.7542057515112757,1.23980823619039,Fall,1
116,-0.192,0.288,1.568,-2.24,-0.96,-1.504,-0.92952380952381,-0.30704761904761924,0.06628571428571431,0.10078853514739232,0.03584290249433106,0.13284658503401361,Fall,1
117,-0.896,0.224,0.096,-1.056,-0.288,-0.224,-0.9319999999999998,-0.22800000000000017,0.025333333333333357,0.0004959999999999998,0.005274666666666667,0.0023022222222222224,Fall with Wiggling Hands,0
118,-0.256,0.512,2.432,-3.552,-1.76,-2.24,-1.1688888888888893,-0.2453333333333334,-0.050666666666666665,0.49461965432098765,0.19484444444444443,0.5366542222222221,Fall with Wiggling Hands,0
119,1.3637443705829178,2.378873379279166,3.8939718016461624,-4.112987578151339,-1.5251925364337824,-4.051206340823049,-1.1790583255229339,-0.10282866512585792,-0.03472877441250272,1.7393781386079992,0.6144765066701687,1.8395686616697082,Fall with Wiggling Hands,1
120,0.4616271766972851,1.9451862268949152,3.6678084047724693,-5.39675211661317,-2.9447847727767136,-2.5418220947075114,-1.373799356939311,-0.25494532548509957,0.23084013269779147,1.2819908655058623,1.1644682283266607,1.8624275648720967,Fall with Wiggling Hands,1
121,0.9828687594718627,1.9560921088604333,5.162070553483524,-4.180532076292113,-3.264018224875713,-2.7581261383367535,-1.3905353130703213,-0.27377285966491144,0.4078690486516805,1.3237155523195951,1.3787522396609926,1.953923749520599,Fall with Wiggling Hands,1
122,0.9603675465630622,2.3356824040274105,3.9290498665707845,-3.7627964436305286,-3.1233104633106574,-3.6536243938296007,-1.2079748697161403,-0.3987439618057295,0.2120549568003566,1.4406486674481027,0.7916705718388815,2.0218414263462994,Fall with Wiggling Hands,1
123,0.7626161500620737,2.0428283320006644,4.191334341455987,-5.209947393825159,-2.4990083076620753,-3.8540117861658527,-1.3263456782837262,-0.596223281133277,0.3566185677459904,1.5645771462033782,0.9251504625567256,2.2096541244435115,Fall with Wiggling Hands,1
124,0.4187951731709393,1.778734782480238,3.472240481062186,-5.108348168001944,-3.3244184719293384,-3.4725058055475366,-1.401454376230255,-0.4627511748420174,0.10580536292030347,1.7759337164445634,0.9845015034632746,1.785268523015877,Fall with Wiggling Hands,1
