1.0,0.224,-0.736,0.704,-0.384,-1.152,-0.096,-0.047728814,-0.928,0.282033898,0.012439791,0.006282847,0.020079931,0.0,
2.0,0.448,-0.832,0.384,-0.416,-1.568,-0.16,-0.076387097,-0.975483871,0.140387097,0.032482431,0.019150185,0.018080366,0.0,
3.0,0.448,-0.768,0.448,-0.416,-1.568,-0.16,-0.119111111,-0.943407407,0.138666667,0.013744988,0.011102464,0.011946667,0.0,
4.0,0.032,-0.928,0.352,-0.096,-0.96,0.192,-0.027333333,-0.936,0.250666667,6.82222E-4,1.92E-4,7.82222E-4,0.0,
5.0,0.64,0.32,0.928,-0.384,-2.24,-0.16,0.105333333,-0.521333333,0.276,0.063443556,0.479614222,0.098885333,0.0,
6.0,0.64,0.32,0.928,-0.384,-2.24,-0.16,0.167466667,-0.597333333,0.2336,0.047150649,0.406892089,0.086504107,0.0,
7.0,0.576,-0.48,0.704,0.256,-1.088,0.352,0.384,-0.788,0.508,0.010496,0.031472,0.0124,0.0,
8.0,0.704,-0.352,1.056,0.256,-2.272,0.352,0.421052632,-0.747789474,0.584421053,0.012747524,0.161275745,0.035876875,0.0,
9.0,2.592,0.32,2.592,-0.224,-4.096,-0.448,0.346947368,-0.688,0.405052632,0.242824155,0.963624421,0.249547524,0.0,
10.0,0.416,0.768,1.216,0.032,-0.928,0.224,0.293245902,-0.515672131,0.467409836,0.003430579,0.344604483,0.131517816,0.0,
11.0,0.416,0.768,1.216,-0.096,0.096,0.64,0.132266667,0.41088,0.948053333,0.008201102,0.022174106,0.009714984,0.0,
12.0,0.416,0.864,1.824,-0.576,-0.896,0.064,0.153333333,-0.216444444,0.581777778,0.069288889,0.400853136,0.153979062,0.0,
13.0,0.416,0.864,1.824,-0.576,-0.832,0.064,0.036085106,0.240340426,0.88612766,0.033601014,0.11710082,0.084905431,0.0,
14.0,0.576,0.512,0.896,0.288,-0.928,0.064,0.325546667,-0.796586667,0.180906667,0.002658941,0.133791016,0.052059978,0.0,
15.0,0.608,0.512,0.896,0.288,-0.96,-0.128,0.371301587,-0.686222222,0.260063492,0.009802433,0.159411697,0.113436186,0.0,
16.0,0.544,0.096,0.992,0.32,-0.928,-0.064,0.354222222,-0.848444444,0.081777778,0.002825284,0.055580247,0.065703506,0.0,
17.0,0.64,-0.16,1.152,0.128,-0.96,-0.064,0.235555556,-0.836,0.141333333,0.017644247,0.054014222,0.135559111,0.0,
18.0,0.64,-0.064,1.152,0.192,-0.96,-0.064,0.409846154,-0.457846154,0.689230769,0.017409515,0.087573207,0.123607101,0.0,
19.0,0.448,-0.064,0.96,0.448,-0.096,0.928,0.448,-0.08,0.954666667,0.0,2.56E-4,1.42222E-4,0.0,
20.0,1.344,-0.128,3.072,0.064,-1.152,-0.064,0.204444444,-0.884444444,0.167555556,0.024136691,0.032378469,0.188088691,0.0,
21.0,1.344,-0.128,3.072,0.064,-1.152,-0.064,0.272,-0.771428571,0.435428571,0.054528,0.062196245,0.366104816,0.0,
22.0,0.544,-0.448,0.8,0.128,-0.96,0.032,0.195111111,-0.899111111,0.147555556,0.008224988,0.014482765,0.051528691,0.0,
23.0,0.384,-0.672,0.32,-0.96,-1.408,-0.832,0.073481481,-0.96237037,-0.003555556,0.039087583,0.006441789,0.019898469,0.0,
24.0,0.768,-0.384,0.608,-0.96,-1.536,-0.832,0.066133333,-0.945066667,-0.0512,0.128951182,0.072003129,0.08564736,0.0,
25.0,0.768,-0.384,0.736,-0.736,-1.632,-0.8,0.109971831,-0.959098592,-0.066704225,0.072508788,0.066083244,0.079922377,0.0,
26.0,0.608,-0.448,0.736,-0.704,-1.632,-0.864,0.095085714,-0.961828571,-0.086552381,0.055187888,0.041541799,0.066412228,0.0,
