id,max_x,max_y,max_z,min_x,min_y,min_z,mean_x,mean_y,mean_z,var_x,var_y,var_z,activity,isFall,timestamp,duration
76,0.896,0.768,0.704,-1.024,-2.784,-0.992,-0.3053333333333335,-1.006,0.06,0.1386222222222222,0.3862573333333333,0.07588800000000002,Run Up Stairs,0,1521641138.8569999,4.948000192642212
77,0.896,0.768,1.024,-1.088,-2.784,-0.992,-0.23127272727272732,-1.1818181818181819,0.10545454545454543,0.2471965619834711,0.7581974214876032,0.1494844297520661,Run Up Stairs,0,1521641141.3569999,4.668000221252441
78,0.672,0.832,1.024,-1.216,-2.656,-0.672,-0.3296969696969697,-1.0880000000000003,0.15030303030303033,0.2204073021120294,0.7122075151515154,0.10534693847566576,Run Up Stairs,0,1521641143.8569999,4.998000144958496
79,1.408,1.28,1.056,-1.536,-2.432,-0.384,-0.3253333333333336,-0.8869333333333335,0.11626666666666671,0.2966926222222222,0.41840952888888894,0.043552995555555564,Run Up Stairs,0,1521641164.826,4.960000038146973
80,1.408,1.28,1.056,-1.536,-2.432,-0.736,-0.318,-0.9513333333333334,0.14800000000000005,0.45172933333333337,0.7145702222222222,0.07738133333333336,Run Up Stairs,0,1521641167.326,4.948000192642212
81,0.352,0.896,0.704,-1.472,-2.016,-0.736,-0.47247058823529414,-0.980705882352941,0.11670588235294117,0.22751224913494808,0.5517482076124567,0.07902161937716264,Run Up Stairs,0,1521641169.826,4.766999959945679
82,-0.288,-0.768,0.224,-0.544,-0.96,-0.032,-0.47733333333333344,-0.8266666666666668,0.144,0.005880888888888891,0.002531555555555553,0.004181333333333333,Run Up Stairs,0,1521641172.326,4.296999931335449
83,-0.32,-0.672,0.096,-0.544,-0.896,-0.384,-0.465777777777778,-0.8071111111111114,-0.023111111111111107,0.0027559506172839515,0.0026800987654320976,0.026260543209876544,Stand Still,0,1521641282.251,4.440000057220459
84,-0.16,-0.352,0.064,-0.544,-1.696,-0.544,-0.35733333333333334,-0.848,-0.24533333333333332,0.014136888888888892,0.169216,0.0384568888888889,Stand Still,0,1521641284.751,4.980000019073486
85,-0.128,-0.192,0.256,-0.896,-1.792,-0.544,-0.3687619047619049,-0.9234285714285717,-0.01828571428571429,0.029512562358276633,0.11520348299319727,0.0391627755102041,Stand Still,0,1521641287.251,4.999000072479248
86,0.128,-0.192,0.288,-0.896,-1.792,-0.64,-0.3840000000000002,-0.9042285714285719,-0.004571428571428575,0.038326857142857135,0.05993869061224489,0.03745750204081634,Stand Still,0,1521641289.751,4.999000072479248
87,0.064,-0.64,0.352,-0.736,-1.472,-0.64,-0.38640000000000024,-0.8760000000000001,0.019999999999999997,0.03038144,0.023484800000000007,0.0374112,Stand Still,0,1521641292.251,4.959000110626221
88,0.064,-0.704,0.512,-0.704,-1.216,-0.288,-0.4173913043478263,-0.8480000000000004,0.09808695652173915,0.021635629489603025,0.01018434782608696,0.029268688090737252,Stand Still,0,1521641294.751,4.978000164031982
89,-0.224,-0.512,0.512,-0.672,-1.024,-0.288,-0.4725106382978726,-0.8149787234042558,0.1429787234042554,0.007329781801720239,0.006093935717519234,0.017074701674966056,Stand Still,0,1521641297.251,4.948999881744385
90,-0.352,-0.512,0.32,-0.672,-0.864,-0.064,-0.48486956521739166,-0.8062608695652174,0.1363478260869566,0.0024917655954631397,0.003322192816635162,0.005406487712665406,Stand Still,0,1521641299.751,4.958999872207642
91,-0.416,-0.768,0.224,-0.576,-0.832,0.064,-0.5040000000000003,-0.8024615384615383,0.13476923076923086,0.0007827692307692311,0.0001908639053254432,0.0010766390532544383,Stand Still,0,1521641302.251,4.879000186920166
92,-0.416,-0.768,0.192,-0.576,-0.864,0.0,-0.49538461538461576,-0.8135384615384619,0.1058461538461539,0.001003928994082841,0.00048624852071005764,0.002305514792899409,Stand Still,0,1521641304.751,4.939000129699707
93,-0.192,-0.768,0.256,-0.608,-0.96,-0.256,-0.4453333333333336,-0.842666666666667,0.032666666666666684,0.006008888888888889,0.001208888888888889,0.015679555555555558,Stand Still,0,1521641307.251,4.95799994468689
94,-0.192,-0.736,0.256,-0.608,-1.184,-0.544,-0.41718518518518544,-0.8574814814814816,0.023703703703703716,0.0077354842249657075,0.004148323731138547,0.027389541838134426,Stand Still,0,1521641309.751,4.978000164031982
95,0.6762154177661213,2.6278844828610537,2.467548557528871,-2.2496944604710656,-0.946495586722115,-2.3414819031827783,-0.5348903610427688,0.8315743266354096,0.5625091256591488,0.7016444699974733,1.1015657705961897,1.3871074589489603,Fall,1,1521641512.5059998,4.470000267028809
